PRODUCT_ID,PRODUCT_TYPE,YIELD_RATE,SHIFT,MACHINE_ID,OPERATOR_ID,MATERIAL_BATCH,TEMPERATURE,HUMIDITY,DOWNTIME,DEFECT_COUNT,MAINTENANCE_SCHEDULE,TRACK_OUT_DATE,MANUFACTURE_DATE,MODEL_NAME,YEAR_OF_MANUFACTURE,ENGINE_TYPE,FUEL_TYPE,TRANSMISSION_TYPE,BODY_STYLE,Price(in Dollars),Mileage (km/l or mpg),SEATING_CAPACITY,COLOR_OPTIONS,SAFETY_FEATURES,Warranty Period(in Years),Horsepower (HP),Torque (Nm),Top Speed (km/h or mph),Acceleration (0-100 km/h or 0-60 mph),Dimensions (L x W x H),Weight (kg or lbs),Fuel Tank Capacity (liters)
278,Saturn,0.91,Night,5,18,Batch_61,18.54,60.53,5.30,2,21:37.5,2024-05-01,2024-08-12,Model_26,2004,Hybrid,Diesel,Manual,Hatchback,86853,23.15,2,"Green, Yellow, Orange","Airbags, ABS, EBD",5,210,396,317,4.27,4544 x 1763 x 1450 mm,2090,73
279,Nissan,1.00,Morning,14,28,Batch_20,19.86,56.00,0.79,8,21:37.5,2024-10-31,2024-05-24,Model_50,2008,V6,Diesel,Automatic,SUV,23560,25.70,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",4,335,317,321,6.09,4096 x 1781 x 1480 mm,1898,73
280,Audi,0.98,Morning,16,18,Batch_42,16.36,33.59,6.43,6,21:37.5,2023-11-23,2024-01-17,Model_11,2005,Electric,Electric,Manual,Sedan,46943,16.15,2,"Green, Yellow, Orange","Airbags, ABS, EBD",5,563,758,319,2.55,4808 x 1939 x 1591 mm,2248,
281,Lincoln,0.92,Afternoon,16,46,Batch_55,24.64,58.84,5.80,8,21:37.5,2024-07-28,2024-02-18,Model_80,2016,V6,Petrol,Automatic,Sedan,61303,15.34,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,689,587,225,5.07,4281 x 1883 x 1405 mm,1512,67
282,Citroen,0.90,Morning,4,6,Batch_94,29.02,59.50,6.46,1,21:37.5,2024-07-09,2024-05-29,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
283,Subaru,0.94,Afternoon,16,41,Batch_87,16.69,38.34,7.24,6,21:37.5,2024-08-08,2023-12-04,Model_51,2009,Hybrid,Hybrid,Automatic,Hatchback,24599,29.35,5,"Red, Blue, Black","Airbags, ABS, EBD",5,373,437,302,5.27,4800 x 1899 x 1533 mm,2474,74
284,Chevrolet,0.92,Night,9,10,Batch_12,27.88,56.53,7.20,1,21:37.5,2024-01-06,2024-03-14,Model_2,2020,V6,Diesel,Manual,SUV,36249,15.82,5,"White, Silver, Grey","Airbags, ABS, EBD",3,523,488,159,4.56,4435 x 1861 x 1499 mm,1818,51
285,Ford,0.90,Night,7,22,Batch_36,29.22,43.39,8.95,8,21:37.5,2024-05-30,2024-04-29,Model_1,2006,Hybrid,Petrol,Manual,Sedan,92888,15.39,3,"White, Silver, Grey","Airbags, ABS, EBD",6,696,298,261,9.00,4421 x 1748 x 1452 mm,2469,45
286,Alfa Romeo,0.83,Afternoon,8,17,Batch_47,21.46,52.29,5.41,5,21:37.5,2024-07-09,2024-01-08,Model_83,2015,Electric,Electric,Manual,Sedan,22607,16.19,4,"White, Silver, Grey","Traction Control, Lane Assist",5,124,750,220,5.57,4670 x 1867 x 1478 mm,1911,
287,Citroen,0.82,Morning,12,32,Batch_49,16.89,32.17,2.32,6,21:37.5,2024-04-29,2024-03-30,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
288,Isuzu,0.87,Morning,12,5,Batch_67,16.91,62.10,3.43,3,21:37.5,2024-10-14,2024-06-17,Model_86,2023,Electric,Electric,Manual,Hatchback,77244,10.25,5,"Green, Yellow, Orange","Airbags, ABS, EBD",3,169,826,327,2.86,4499 x 1763 x 1527 mm,1540,
289,Renault,0.86,Morning,13,33,Batch_67,15.79,64.61,5.80,7,21:37.5,2024-06-05,2024-02-20,Model_86,2007,V8,Petrol,Automatic,Sedan,44407,17.62,7,"White, Silver, Grey","Airbags, ABS, EBD",4,102,537,240,7.30,4457 x 1980 x 1467 mm,1352,64
290,Nissan,0.96,Night,1,20,Batch_83,15.70,33.61,2.17,8,21:37.5,2024-09-30,2024-03-17,Model_50,2008,V6,Diesel,Automatic,SUV,23560,25.70,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",4,335,317,321,6.09,4096 x 1781 x 1480 mm,1898,73
291,Nissan,0.99,Morning,9,45,Batch_95,16.44,59.18,3.38,7,21:37.5,2024-06-10,2024-07-31,Model_50,2008,V6,Diesel,Automatic,SUV,23560,25.70,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",4,335,317,321,6.09,4096 x 1781 x 1480 mm,1898,73
292,Saturn,0.87,Morning,6,36,Batch_48,15.59,34.84,5.11,2,21:37.5,2023-11-25,2024-01-22,Model_26,2004,Hybrid,Diesel,Manual,Hatchback,86853,23.15,2,"Green, Yellow, Orange","Airbags, ABS, EBD",5,210,396,317,4.27,4544 x 1763 x 1450 mm,2090,73
293,Mercury,0.93,Afternoon,10,23,Batch_23,29.22,51.20,8.99,9,21:37.5,2024-05-29,2024-07-25,Model_48,2005,Electric,Electric,Automatic,Hatchback,40728,18.77,3,"White, Silver, Grey","Traction Control, Lane Assist",4,324,656,241,3.79,4175 x 1914 x 1488 mm,1262,
294,Mercedes-Benz,0.86,Afternoon,11,41,Batch_13,16.97,35.81,0.58,2,21:37.5,2024-10-06,2024-03-17,Model_76,2000,V6,Diesel,Automatic,SUV,88004,12.19,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,653,544,303,8.79,4852 x 1924 x 1458 mm,2163,43
295,Alfa Romeo,0.92,Afternoon,4,25,Batch_87,19.05,41.07,6.62,3,21:37.5,2024-08-14,2024-05-25,Model_83,2015,Electric,Electric,Manual,Sedan,22607,16.19,4,"White, Silver, Grey","Traction Control, Lane Assist",5,124,750,220,5.57,4670 x 1867 x 1478 mm,1911,
296,Acura,0.97,Afternoon,18,24,Batch_98,28.37,46.19,7.42,6,21:37.5,2024-09-15,2024-08-28,Model_11,2015,Hybrid,Hybrid,Manual,SUV,27921,10.28,2,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,346,721,237,6.48,4160 x 1821 x 1591 mm,1671,65
297,Suzuki,0.91,Morning,3,33,Batch_59,26.26,48.76,8.44,8,21:37.5,2024-08-11,2024-04-16,Model_22,2007,V6,Diesel,Manual,Coupe,55884,29.85,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",5,579,779,278,9.29,4168 x 1761 x 1556 mm,2087,51
298,Tesla,0.94,Afternoon,3,40,Batch_33,27.66,35.98,8.62,2,21:37.5,2024-10-31,2024-05-31,Model_8,2014,Electric,Electric,Manual,Sedan,79487,16.42,3,"White, Silver, Grey","Traction Control, Lane Assist",3,316,498,223,9.70,4939 x 1785 x 1458 mm,2302,
299,Genesis,0.86,Night,3,35,Batch_62,19.79,35.53,7.43,6,21:37.5,2024-02-23,2023-11-28,Model_16,2014,Hybrid,Hybrid,Manual,Coupe,35414,26.38,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,498,864,280,5.53,4707 x 1753 x 1469 mm,2342,64
300,Seat,0.82,Morning,10,3,Batch_96,22.99,41.52,4.37,8,21:37.5,2024-02-08,2024-05-31,Model_92,2004,Hybrid,Hybrid,Automatic,Hatchback,94167,17.01,2,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,246,855,208,2.69,4386 x 1946 x 1429 mm,1743,73
301,Nissan,0.96,Night,3,30,Batch_17,21.12,43.03,3.23,0,21:37.5,2024-03-19,2024-05-23,Model_50,2008,V6,Diesel,Automatic,SUV,23560,25.70,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",4,335,317,321,6.09,4096 x 1781 x 1480 mm,1898,73
302,Genesis,0.94,Night,7,29,Batch_95,19.62,51.73,1.12,0,21:37.5,2024-10-13,2024-04-04,Model_16,2014,Hybrid,Hybrid,Manual,Coupe,35414,26.38,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,498,864,280,5.53,4707 x 1753 x 1469 mm,2342,64
303,Rivian,0.84,Morning,19,29,Batch_81,16.34,43.66,9.22,5,21:37.5,2024-08-15,2024-06-28,Model_72,2006,V6,Petrol,Manual,Coupe,67266,26.74,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,229,807,227,3.12,4764 x 1758 x 1541 mm,1029,69
304,Mini,0.98,Morning,8,19,Batch_20,24.87,48.88,6.90,0,21:37.5,2024-08-27,2023-12-12,Model_99,2017,V6,Diesel,Manual,Hatchback,30617,12.86,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",5,172,444,294,7.40,4168 x 1747 x 1567 mm,1349,57
305,Rivian,0.97,Morning,8,23,Batch_56,28.88,46.13,2.07,10,21:37.5,2024-02-26,2024-08-25,Model_72,2006,V6,Petrol,Manual,Coupe,67266,26.74,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,229,807,227,3.12,4764 x 1758 x 1541 mm,1029,69
306,Hyundai,0.93,Night,4,10,Batch_7,22.86,42.04,2.67,8,21:37.5,2024-02-14,2024-08-18,Model_42,2014,Hybrid,Petrol,Automatic,Sedan,41985,23.14,2,"Red, Blue, Black","Airbags, ABS, EBD",4,645,578,181,6.63,4321 x 1718 x 1506 mm,1336,76
307,Saab,0.95,Night,6,34,Batch_27,27.80,65.97,8.70,0,21:37.5,2024-09-23,2024-06-25,Model_86,2021,Electric,Electric,Automatic,Hatchback,83945,27.81,7,"Green, Yellow, Orange","Airbags, ABS, EBD",3,199,789,280,6.04,4496 x 1997 x 1411 mm,1056,
308,Infiniti,0.96,Afternoon,13,7,Batch_98,19.37,51.32,7.86,9,21:37.5,2024-09-12,2024-07-02,Model_67,2008,Hybrid,Petrol,Manual,SUV,47305,14.66,2,"Green, Yellow, Orange","Airbags, ABS, EBD",7,224,892,309,2.72,4155 x 1941 x 1543 mm,1552,73
309,Lincoln,0.85,Morning,19,43,Batch_3,20.07,32.94,7.73,3,21:37.5,2024-11-01,2024-06-26,Model_80,2016,V6,Petrol,Automatic,Sedan,61303,15.34,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,689,587,225,5.07,4281 x 1883 x 1405 mm,1512,67
310,Nissan,0.85,Night,10,34,Batch_7,28.22,51.39,4.75,4,21:37.5,2024-03-25,2024-09-20,Model_50,2008,V6,Diesel,Automatic,SUV,23560,25.70,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",4,335,317,321,6.09,4096 x 1781 x 1480 mm,1898,73
311,Polestar,0.81,Morning,16,49,Batch_83,19.69,44.77,6.31,0,21:37.5,2024-05-10,2024-02-18,Model_83,2016,Hybrid,Hybrid,Automatic,Hatchback,94144,19.15,6,"White, Silver, Grey","Traction Control, Lane Assist",5,509,900,347,7.59,4529 x 1726 x 1578 mm,1830,66
312,Mercedes-Benz,0.99,Afternoon,4,2,Batch_48,21.19,40.44,5.40,6,21:37.5,2024-08-29,2024-07-21,Model_76,2000,V6,Diesel,Automatic,SUV,88004,12.19,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,653,544,303,8.79,4852 x 1924 x 1458 mm,2163,43
313,Lucid Motors,0.83,Morning,5,44,Batch_14,19.14,66.73,8.54,8,21:37.5,2024-11-13,2024-08-20,Model_66,2020,V6,Diesel,Automatic,Hatchback,47961,19.29,4,"White, Silver, Grey","Traction Control, Lane Assist",3,234,611,172,4.86,4691 x 1898 x 1585 mm,2310,74
314,Hummer,0.81,Night,18,21,Batch_29,24.73,54.48,7.39,8,21:37.5,2024-07-08,2024-11-09,Model_79,2006,Electric,Electric,Automatic,SUV,84033,11.92,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,179,661,344,5.31,4462 x 1892 x 1581 mm,1032,
315,Vauxhall,0.85,Night,19,35,Batch_52,24.55,37.78,4.94,6,21:37.5,2024-01-29,2024-06-10,Model_76,2006,Electric,Electric,Automatic,Hatchback,89831,21.75,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",6,490,847,320,6.61,4381 x 1956 x 1545 mm,1132,
316,Subaru,0.86,Night,19,11,Batch_87,29.00,47.16,4.51,10,21:37.5,2023-12-31,2024-10-03,Model_51,2009,Hybrid,Hybrid,Automatic,Hatchback,24599,29.35,5,"Red, Blue, Black","Airbags, ABS, EBD",5,373,437,302,5.27,4800 x 1899 x 1533 mm,2474,74
317,Rivian,0.82,Afternoon,20,18,Batch_6,24.49,49.83,2.75,8,21:37.5,2024-10-04,2024-08-17,Model_72,2006,V6,Petrol,Manual,Coupe,67266,26.74,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,229,807,227,3.12,4764 x 1758 x 1541 mm,1029,69
318,Ram Trucks,0.98,Night,14,11,Batch_99,18.41,49.34,3.69,5,21:37.5,2024-11-01,2024-04-02,Model_69,2018,Electric,Electric,Manual,Coupe,51389,12.10,5,"Red, Blue, Black","Airbags, ABS, EBD",6,469,596,346,4.03,4091 x 1782 x 1511 mm,1338,
319,GMC,0.96,Night,18,48,Batch_60,27.52,53.00,5.52,5,21:37.5,2023-12-18,2024-04-29,Model_47,2019,Electric,Electric,Automatic,Coupe,95678,24.26,2,"Red, Blue, Black","Airbags, ABS, EBD",3,367,634,179,6.15,4235 x 1960 x 1520 mm,2096,
320,Opel,0.82,Night,9,13,Batch_73,16.25,56.74,7.14,0,21:37.5,2024-04-13,2024-06-13,Model_29,2013,Electric,Electric,Manual,Coupe,29039,18.28,7,"Green, Yellow, Orange","Traction Control, Lane Assist",4,154,222,290,4.21,4220 x 1999 x 1526 mm,1146,
321,Polestar,0.91,Night,12,29,Batch_56,28.79,35.96,3.80,6,21:37.5,2023-11-20,2024-03-29,Model_83,2016,Hybrid,Hybrid,Automatic,Hatchback,94144,19.15,6,"White, Silver, Grey","Traction Control, Lane Assist",5,509,900,347,7.59,4529 x 1726 x 1578 mm,1830,66
322,Honda,0.92,Morning,5,14,Batch_50,15.41,57.36,7.15,6,21:37.5,2024-06-02,2024-05-10,Model_11,2011,V8,Petrol,Manual,Hatchback,52649,13.07,7,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",5,670,836,159,6.11,4210 x 1933 x 1543 mm,1261,40
323,Subaru,0.89,Night,15,17,Batch_22,19.60,59.23,5.04,9,21:37.5,2024-06-25,2024-03-09,Model_51,2009,Hybrid,Hybrid,Automatic,Hatchback,24599,29.35,5,"Red, Blue, Black","Airbags, ABS, EBD",5,373,437,302,5.27,4800 x 1899 x 1533 mm,2474,74
324,Maserati,0.95,Night,6,26,Batch_51,26.45,51.87,4.33,9,21:37.5,2024-05-20,2024-09-25,Model_48,2020,Hybrid,Hybrid,Manual,Coupe,82351,21.86,4,"Green, Yellow, Orange","Airbags, ABS, EBD",4,249,765,221,3.82,4824 x 1975 x 1587 mm,1947,65
325,Porsche,0.95,Morning,9,16,Batch_61,17.71,42.54,5.73,4,21:37.5,2024-07-11,2023-12-21,Model_41,2000,V6,Diesel,Automatic,Hatchback,80941,22.97,7,"White, Silver, Grey","Traction Control, Lane Assist",6,629,781,283,7.42,4192 x 1895 x 1499 mm,2143,79
326,Jeep,0.89,Afternoon,8,6,Batch_18,22.66,37.97,3.14,6,21:37.5,2024-07-22,2024-10-20,Model_95,2015,Electric,Electric,Manual,Coupe,91184,17.77,2,"Red, Blue, Black","Traction Control, Lane Assist",4,486,591,337,7.20,4782 x 1888 x 1588 mm,2060,
327,McLaren,0.96,Night,12,44,Batch_24,25.24,41.65,0.07,2,21:37.5,2024-01-16,2024-05-21,Model_15,2013,V6,Hybrid,Automatic,Sedan,46999,25.92,3,"Green, Yellow, Orange","Traction Control, Lane Assist",3,274,869,248,8.08,4643 x 1795 x 1457 mm,2339,58
328,Tesla,1.00,Morning,17,25,Batch_38,27.60,61.28,7.33,6,21:37.5,2024-02-11,2024-10-27,Model_8,2014,Electric,Electric,Manual,Sedan,79487,16.42,3,"White, Silver, Grey","Traction Control, Lane Assist",3,316,498,223,9.70,4939 x 1785 x 1458 mm,2302,
329,Mitsubishi,0.83,Morning,1,41,Batch_44,28.31,58.46,2.88,9,21:37.5,2024-02-06,2024-02-28,Model_72,2023,V6,Diesel,Manual,Coupe,87442,15.18,3,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,381,638,237,8.19,4619 x 1745 x 1436 mm,1926,51
330,Skoda,0.88,Morning,13,14,Batch_85,16.30,33.40,4.39,6,21:37.5,2024-05-22,2024-10-14,Model_78,2010,V6,Diesel,Manual,SUV,71300,29.69,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,148,827,336,3.77,4586 x 1768 x 1431 mm,1931,52
331,Ferrari,0.90,Night,4,44,Batch_49,16.24,67.13,3.49,4,21:37.5,2024-02-11,2024-02-18,Model_10,2017,V6,Diesel,Automatic,Hatchback,86081,28.63,7,"Red, Blue, Black","Airbags, ABS, EBD",5,659,313,330,2.80,4917 x 1955 x 1576 mm,2228,47
332,Ram Trucks,0.92,Afternoon,8,42,Batch_12,18.78,55.52,0.25,7,21:37.5,2024-07-31,2023-11-27,Model_69,2018,Electric,Electric,Manual,Coupe,51389,12.10,5,"Red, Blue, Black","Airbags, ABS, EBD",6,469,596,346,4.03,4091 x 1782 x 1511 mm,1338,
333,Lincoln,0.92,Night,4,1,Batch_32,20.21,40.06,9.73,2,21:37.5,2023-12-01,2024-09-24,Model_80,2016,V6,Petrol,Automatic,Sedan,61303,15.34,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,689,587,225,5.07,4281 x 1883 x 1405 mm,1512,67
334,Daihatsu,0.82,Morning,20,11,Batch_95,29.93,58.54,7.78,0,21:37.5,2024-02-26,2023-11-20,Model_69,2008,Hybrid,Petrol,Manual,Sedan,35908,17.88,4,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,223,712,217,9.71,4971 x 1744 x 1436 mm,2065,72
335,Acura,0.91,Morning,5,44,Batch_25,27.86,45.38,2.46,6,21:37.5,2024-08-06,2024-10-02,Model_11,2015,Hybrid,Hybrid,Manual,SUV,27921,10.28,2,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,346,721,237,6.48,4160 x 1821 x 1591 mm,1671,65
336,GMC,0.98,Morning,3,12,Batch_40,27.84,62.68,7.97,3,21:37.5,2024-10-05,2024-06-26,Model_47,2019,Electric,Electric,Automatic,Coupe,95678,24.26,2,"Red, Blue, Black","Airbags, ABS, EBD",3,367,634,179,6.15,4235 x 1960 x 1520 mm,2096,
337,Tesla,0.83,Night,10,29,Batch_98,15.13,66.25,6.13,9,21:37.5,2024-01-08,2024-06-13,Model_8,2014,Electric,Electric,Manual,Sedan,79487,16.42,3,"White, Silver, Grey","Traction Control, Lane Assist",3,316,498,223,9.70,4939 x 1785 x 1458 mm,2302,
338,Dodge,0.91,Afternoon,18,10,Batch_92,20.64,43.19,8.29,6,21:37.5,2024-03-18,2024-02-16,Model_56,2001,Hybrid,Petrol,Manual,SUV,45805,14.94,5,"White, Silver, Grey","Traction Control, Lane Assist",7,696,175,328,5.42,4021 x 1743 x 1555 mm,1779,40
339,Renault,0.83,Morning,19,39,Batch_52,27.71,35.98,7.41,9,21:37.5,2024-11-03,2024-01-21,Model_86,2007,V8,Petrol,Automatic,Sedan,44407,17.62,7,"White, Silver, Grey","Airbags, ABS, EBD",4,102,537,240,7.30,4457 x 1980 x 1467 mm,1352,64
340,Lexus,0.80,Morning,12,13,Batch_65,27.77,39.57,1.67,6,21:37.5,2024-11-03,2024-06-29,Model_67,2016,V6,Diesel,Manual,Sedan,83000,14.51,4,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,284,621,292,4.83,4064 x 1754 x 1515 mm,1188,61
341,GMC,0.89,Afternoon,7,42,Batch_51,17.83,62.64,6.38,2,21:37.5,2024-03-05,2024-06-22,Model_47,2019,Electric,Electric,Automatic,Coupe,95678,24.26,2,"Red, Blue, Black","Airbags, ABS, EBD",3,367,634,179,6.15,4235 x 1960 x 1520 mm,2096,
342,Jeep,0.96,Morning,14,37,Batch_2,22.91,65.34,7.35,6,21:37.5,2024-07-26,2024-02-14,Model_95,2015,Electric,Electric,Manual,Coupe,91184,17.77,2,"Red, Blue, Black","Traction Control, Lane Assist",4,486,591,337,7.20,4782 x 1888 x 1588 mm,2060,
343,Alfa Romeo,0.92,Morning,4,46,Batch_96,21.75,30.28,8.17,9,21:37.5,2024-08-12,2024-07-31,Model_83,2015,Electric,Electric,Manual,Sedan,22607,16.19,4,"White, Silver, Grey","Traction Control, Lane Assist",5,124,750,220,5.57,4670 x 1867 x 1478 mm,1911,
344,Volvo,0.99,Night,10,8,Batch_65,23.83,37.58,8.26,3,21:37.5,2024-02-14,2024-02-25,Model_17,2009,V6,Hybrid,Automatic,Coupe,81395,12.04,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,211,652,157,5.50,4718 x 1777 x 1406 mm,1339,44
345,Rivian,0.87,Night,8,19,Batch_74,26.94,47.02,7.95,7,21:37.5,2023-11-29,2024-03-28,Model_72,2006,V6,Petrol,Manual,Coupe,67266,26.74,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,229,807,227,3.12,4764 x 1758 x 1541 mm,1029,69
346,Ford,0.93,Night,9,2,Batch_37,19.03,69.58,2.57,1,21:37.5,2024-01-07,2024-05-29,Model_1,2006,Hybrid,Petrol,Manual,Sedan,92888,15.39,3,"White, Silver, Grey","Airbags, ABS, EBD",6,696,298,261,9.00,4421 x 1748 x 1452 mm,2469,45
347,GMC,0.99,Morning,17,36,Batch_11,24.86,43.24,2.41,5,21:37.5,2024-04-26,2024-10-23,Model_47,2019,Electric,Electric,Automatic,Coupe,95678,24.26,2,"Red, Blue, Black","Airbags, ABS, EBD",3,367,634,179,6.15,4235 x 1960 x 1520 mm,2096,
348,Acura,0.89,Night,12,10,Batch_63,20.98,31.44,1.29,10,21:37.5,2024-07-08,2024-09-29,Model_11,2015,Hybrid,Hybrid,Manual,SUV,27921,10.28,2,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,346,721,237,6.48,4160 x 1821 x 1591 mm,1671,65
349,McLaren,0.94,Night,20,5,Batch_15,16.85,58.69,3.14,9,21:37.5,2024-08-20,2024-02-04,Model_15,2013,V6,Hybrid,Automatic,Sedan,46999,25.92,3,"Green, Yellow, Orange","Traction Control, Lane Assist",3,274,869,248,8.08,4643 x 1795 x 1457 mm,2339,58
350,Rivian,0.88,Afternoon,5,1,Batch_7,24.20,60.31,3.99,10,21:37.5,2024-01-22,2024-09-23,Model_72,2006,V6,Petrol,Manual,Coupe,67266,26.74,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,229,807,227,3.12,4764 x 1758 x 1541 mm,1029,69
351,BMW,0.88,Night,8,31,Batch_96,24.69,51.00,9.44,8,21:37.5,2024-04-22,2024-06-06,Model_78,2011,V6,Petrol,Manual,Sedan,59934,21.49,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,328,268,204,4.49,4295 x 1862 x 1492 mm,1010,54
352,Saturn,0.86,Night,18,35,Batch_76,23.40,56.26,7.46,6,21:37.5,2024-01-30,2024-08-20,Model_26,2004,Hybrid,Diesel,Manual,Hatchback,86853,23.15,2,"Green, Yellow, Orange","Airbags, ABS, EBD",5,210,396,317,4.27,4544 x 1763 x 1450 mm,2090,73
353,Buick,0.99,Night,18,9,Batch_97,27.62,31.12,8.79,4,21:37.5,2024-05-03,2024-01-03,Model_5,2009,Electric,Electric,Manual,Sedan,38608,28.33,5,"Green, Yellow, Orange","Traction Control, Lane Assist",3,150,444,348,4.69,4363 x 1922 x 1456 mm,2354,
354,Lincoln,0.98,Afternoon,20,25,Batch_40,24.64,48.11,0.68,10,21:37.5,2023-11-23,2024-03-08,Model_80,2016,V6,Petrol,Automatic,Sedan,61303,15.34,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,689,587,225,5.07,4281 x 1883 x 1405 mm,1512,67
355,Land Rover,0.86,Morning,18,24,Batch_41,15.20,43.00,3.08,3,21:37.5,2024-09-09,2024-09-08,Model_42,2008,V8,Diesel,Automatic,Coupe,98054,21.75,7,"Red, Blue, Black","Airbags, ABS, EBD",5,197,203,201,6.48,4850 x 1907 x 1429 mm,2124,40
356,Saab,0.94,Night,5,29,Batch_95,21.27,69.52,2.66,8,21:37.5,2024-11-13,2024-09-24,Model_86,2021,Electric,Electric,Automatic,Hatchback,83945,27.81,7,"Green, Yellow, Orange","Airbags, ABS, EBD",3,199,789,280,6.04,4496 x 1997 x 1411 mm,1056,
357,Kia,0.94,Morning,9,1,Batch_33,22.64,54.25,2.94,10,21:37.5,2024-08-22,2024-11-18,Model_37,2008,V8,Diesel,Automatic,Coupe,40572,21.92,7,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,473,572,286,6.56,4236 x 1805 x 1513 mm,1066,69
358,Cadillac,0.82,Night,5,44,Batch_85,17.73,40.94,3.80,9,21:37.5,2024-02-21,2024-03-01,Model_5,2003,Electric,Electric,Manual,Hatchback,65277,16.30,5,"White, Silver, Grey","Traction Control, Lane Assist",4,384,706,308,7.23,4086 x 1859 x 1458 mm,1998,
359,Fiat,0.86,Night,10,49,Batch_98,25.03,59.35,3.50,0,21:37.5,2024-11-06,2023-12-23,Model_19,2004,Electric,Electric,Manual,Coupe,29483,16.94,7,"Red, Blue, Black","Airbags, ABS, EBD",6,504,615,332,8.48,4641 x 1712 x 1429 mm,1231,
360,GMC,0.86,Morning,10,25,Batch_20,21.89,63.56,3.10,8,21:37.5,2024-01-12,2024-03-04,Model_47,2019,Electric,Electric,Automatic,Coupe,95678,24.26,2,"Red, Blue, Black","Airbags, ABS, EBD",3,367,634,179,6.15,4235 x 1960 x 1520 mm,2096,
361,BMW,0.85,Afternoon,6,19,Batch_30,27.32,39.12,3.30,0,21:37.5,2024-06-02,2024-10-25,Model_78,2011,V6,Petrol,Manual,Sedan,59934,21.49,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,328,268,204,4.49,4295 x 1862 x 1492 mm,1010,54
362,Citroen,0.96,Afternoon,20,13,Batch_82,17.29,68.19,8.67,0,21:37.5,2024-10-30,2023-12-04,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
363,Maserati,0.83,Night,8,39,Batch_31,18.68,34.59,6.43,6,21:37.5,2024-09-08,2024-07-16,Model_48,2020,Hybrid,Hybrid,Manual,Coupe,82351,21.86,4,"Green, Yellow, Orange","Airbags, ABS, EBD",4,249,765,221,3.82,4824 x 1975 x 1587 mm,1947,65
364,Isuzu,0.95,Afternoon,1,14,Batch_57,28.51,48.58,3.16,9,21:37.5,2024-01-26,2024-06-02,Model_86,2023,Electric,Electric,Manual,Hatchback,77244,10.25,5,"Green, Yellow, Orange","Airbags, ABS, EBD",3,169,826,327,2.86,4499 x 1763 x 1527 mm,1540,
